"sclAutoID","sclName","sclCode","sclCluster","sclCommune","sclDistrict","sclProvince","sclZone","sclOrder","sclStatus","sclImage","sclZoneName","sclProvinceName","sclDistrictName","updated_at","total_students","total_teachers","total_teachers_female","total_students_female","created_at","deleted_at","updatedat","latitude","longitude","province_code"
"56","សាលាបឋមសិក្សាដីឥដ្ឋ","8020302005",,"599","83","5","3","56","1",,,,,,,,,,,,,"11.17639478433199","104.6197445180879","5"
"65","សាលាបឋមសិក្សារទាំង","8020803024",,"603","83","5","3","65","1",,,,,,,,,,,,,"11.55893764958948","104.496320536351","5"
"94","សាលាបឋមសិក្សាជ័យមង្គល","8030201004",,"606","84","5","3","94","1",,,,,,,,,,,,,"11.67339385641347","104.3927201199843","5"
"166","សាលាបឋមសិក្សាហ៊ុនសែនព្រៃគោល","8090109019",,"673","90","5","3","166","1",,,,,,,,,,,,,"11.52996648376965","104.6645313417848","5"
"234","សាលាបឋមសិក្សាកោះរះក្រោម","8060502009",,"645","87","5","3","234","1",,,,,,,,,,,,,"11.51976934897568","104.4244209148455","5"
"288","សាលាបឋមសិក្សាហ៊ុនសែនភ្នំធនមន្ត","8100807050",,"690","91","5","3","288","1",,,,,,,,,,,,,"11.44634914976483","104.0904637030168","5"
"241","សាលាបឋមសិក្សាព្រែកជ្រៃ","8061102017",,"651","87","5","3","241","1",,,,,,,,,,,,,"11.4641904967789","104.2730854831798","5"
"328","សាលាបឋមសិក្សាបួរគ្រី","8080701028",,"666","89","5","3","328","1",,,,,,,,,,,,,"11.60077574238676","104.3486708273947","5"
"373","សាលាបឋមសិក្សាស្វាយអណ្តែត","8061303024",,"1665","209","5","3","373","1",,,,,,,,,,,,,"11.4464959267856","104.469450113703","5"
"378","សាលាបឋមសិក្សាពោធិ៍ធំ","8060103002",,"1664","209","5","3","378","1",,,,,,,,,,,,,"11.18577853292018","104.4104655880046","5"
"342","សាលាបឋមសិក្សាទួលសាលា","8081323020",,"670","89","5","3","342","1",,,,,,,,,,,,,"11.65741289199421","104.3742851402533","5"
"491","សាលាបឋមសិក្សាភ្នំស្រឡៅ","9060407015",,"441","65","7","2","491","1",,,,,,,,,,,,,"10.68096611329149","104.1971389432548","7"
"500","សាលាបឋមសិក្សាត្រពាំងពាប","9060504055",,"442","65","7","2","500","1",,,,,,,,,,,,,"10.59513686427046","103.9854386352925","7"
"558","សាលាបឋមសិក្សាម្រើម","10060306013",,"1070","137","10","4","558","1",,,,,,,,,,,,,"12.36660852793721","106.3300246859675","10"
"585","សាលាបឋមសិក្សាព្រែកតាអាំ","10060106005",,"1068","137","10","4","585","1",,,,,,,,,,,,,"13.13489594960264","106.2394690036109","10"
"577","សាលាបឋមសិក្សាប្អៀរ","10061005054",,"1077","137","10","4","577","1",,,,,,,,,,,,,"13.36985471073297","106.6392612941246","10"
"699","សាលាបឋមសិក្សាជួរក្រាង","10050109042",,"1062","136","10","4","699","1",,,,,,,,,,,,,"12.09549383760201","106.0749680923203","10"
"651","សាលាបឋមសិក្សាក្រហមកលើ","10030801035",,"1050","134","10","4","651","1",,,,,,,,,,,,,"13.26780649392735","106.6030004481188","10"
"615","សាលាបឋមសិក្សាបល្ល័ង្គ","10010208033",,"1031","132","10","4","615","1",,,,,,,,,,,,,"12.99514573803959","106.2002760087658","10"
"757","សាលាបឋមសិក្សាកំពង់ក្របី","10040203005",,"1052","135","10","4","757","1",,,,,,,,,,,,,"12.63291512956222","106.3140854822347","10"
"770","សាលាបឋមសិក្សាព្រែកគ្រៀង","10041002032",,"1060","135","10","4","770","1",,,,,,,,,,,,,"12.75080385738058","106.5832110339541","10"
"784","សាលាបឋមសិក្សាស្រែត្រែង២","10070105037",,"1669","210","10","4","784","1",,,,,,,,,,,,,"13.02404218833754","106.3438564029238","10"
"754","សាលាបឋមសិក្សាកំពង់ព្នៅ","10040403040",,"1054","135","10","4","754","1",,,,,,,,,,,,,"12.28586107971274","106.4768903804648","10"
"861","សាលាបឋមសិក្សាប៉ាក់ណាម","3080707027",,"987","128","8","4","861","1",,,,,,,,,,,,,"11.37586704690647","104.7871771465718","8"
"877","សាលាបឋមសិក្សាមហាលាភ","3080402015",,"984","128","8","4","877","1",,,,,,,,,,,,,"11.32490799749599","104.8373295566155","8"
"857","សាលាបឋមសិក្សាវត្តទីប្រជុំ","3080208034",,"982","128","8","4","857","1",,,,,,,,,,,,,"11.47814254541643","104.7870780852181","8"
"995","សាលាបឋមសិក្សាទំពរ","3031005036",,"950","124","8","4","995","1",,,,,,,,,,,,,"11.57978421120539","105.1651176330183","8"
"1088","សាលាបឋមសិក្សាព្រៃស្រឡៅ","3131504060",,"1003","129","8","4","1088","1",,,,,,,,,,,,,"11.72908377774527","104.8627970087303","8"
"1027","សាលាបឋមសិក្សាជាលា","3010301010",,"923","122","8","4","1027","1",,,,,,,,,,,,,"11.32649426008133","105.0341952714207","8"
"1149","សាលាបឋមសិក្សារោងចក្រ","3151024039",,"1026","131","8","4","1149","1",,,,,,,,,,,,,"11.41499873137837","104.9666077743584","8"
"1163","សាលាបឋមសិក្សាភូមិទ័ព","3151207056",,"1027","131","8","4","1163","1",,,,,,,,,,,,,"11.66069087162916","105.0573842013751","8"
"1216","សាលាបឋមសិក្សាអារញ្ញ","4030201002",,"166","34","4","1","1216","1",,,,,,,,,,,,,"12.39501973810971","104.4030163246448","4"
"1282","សាលាបឋមសិក្សាត្របែក","4040902022",,"177","28","4","1","1282","1",,,,,,,,,,,,,"12.07545029106737","104.4945226736741","4"
"1284","សាលាបឋមសិក្សាវត្តភ្នំ","4040907024",,"177","28","4","1","1284","1",,,,,,,,,,,,,"12.01388223120279","104.8180963228666","4"
"1335","សាលាបឋមសិក្សាភ្នំតាសាំ","4080603009",,"216","32","4","1","1335","1",,,,,,,,,,,,,"12.37946509908542","104.4923905869209","4"
"1359","សាលាបឋមសិក្សារលុង","4080807034",,"218","32","4","1","1359","1",,,,,,,,,,,,,"12.34090945255505","104.3972832066006","4"
"1362","សាលាបឋមសិក្សាប៊ុនរ៉ានីហ៊ុនសែនរមាស","4080101001",,"211","32","4","1","1362","1",,,,,,,,,,,,,"12.04990762497945","104.695353129419","4"
"1329","សាលាបឋមសិក្សាក្រសាំងដុះឡើង","4080401020",,"214","32","4","1","1329","1",,,,,,,,,,,,,"12.01188594923735","104.4822363794188","4"
"1397","សាលាបឋមសិក្សាអញ្ចាញរូង","4010102002",,"149","24","4","1","1397","1",,,,,,,,,,,,,"11.97332481197108","104.3339270209188","4"
"1473","សាលាបឋមសិក្សាធ្លកវៀន","4070902022",,"210","31","4","1","1473","1",,,,,,,,,,,,,"11.99301007694303","104.3752599537448","4"
"1513","សាលាបឋមសិក្សាអូរសាលា","6020410016",,"1318","167","9","5","1513","1",,,,,,,,,,,,,"11.04421041657169","103.1185566153664","9"
"1567","សាលាបឋមសិក្សាសានគរ(ខ)","6020712034",,"1321","167","9","5","1567","1",,,,,,,,,,,,,"11.68982628938829","102.852137000212","9"
"1607","សាលាបឋមសិក្សាទូកពីរ","6011003073",,"1312","166","9","5","1607","1",,,,,,,,,,,,,"11.37029376067732","102.9126539607203","9"
"1642","សាលាបឋមសិក្សាហ៊ុនសែនបល្ល័ង្គ","6010204003",,"1306","166","9","5","1642","1",,,,,,,,,,,,,"11.35045455578891","103.417023460852","9"
"1677","សាលាបឋមសិក្សាព្រហូត","6040306006",,"1336","169","9","5","1677","1",,,,,,,,,,,,,"11.88606820314959","103.0056698235757","9"
"1617","សាលាបឋមសិក្សាហ៊ុនសែនទួលដំណាក់","6010801036",,"1311","166","9","5","1617","1",,,,,,,,,,,,,"11.93644996595039","103.4203992097172","9"
"1630","សាលាបឋមសិក្សាវត្តជ្រង","6010708030",,"1310","166","9","5","1630","1",,,,,,,,,,,,,"11.3598750269366","103.8091984874733","9"
"1802","សាលាបឋមសិក្សាព្រេន","6060805049",,"1353","171","9","5","1802","1",,,,,,,,,,,,,"11.82003236105742","102.7575011556743","9"
"1743","សាលាបឋមសិក្សាព្រែក","6050309024",,"1343","170","9","5","1743","1",,,,,,,,,,,,,"11.64166447048823","102.6566439748034","9"
"68","សាលាបឋមសិក្សាជ័យឧត្តម","8021101032",,"604","83","5","3","68","1",,,,,,,,,,,,,"11.3099519155808","104.0620740287902","5"
"174","សាលាបឋមសិក្សាផ្សារដែក","8091103050",,"681","90","5","3","174","1",,,,,,,,,,,,,"11.27992477734576","104.3970135250684","5"
"132","សាលាបឋមសិក្សាសម្តេចកិត្តិព្រឹទ្ធបណ្ឌិតប៊ុនរ៉ានីហ៊ុនសែនព្រែកហូរ","8110502012",,"700","92","5","3","132","1",,,,,,,,,,,,,"11.54976755144772","104.5466595885826","5"
"220","សាលាបឋមសិក្សាបឹងក្រោម","8050302014",,"636","86","5","3","220","1",,,,,,,,,,,,,"11.52362137706155","104.2020728356264","5"
"271","សាលាបឋមសិក្សាហ៊ុនសែនកណ្ដាលកោះតូច","8101404056",,"693","91","5","3","271","1",,,,,,,,,,,,,"11.43499775888094","104.6878440334933","5"
"283","សាលាបឋមសិក្សាហ៊ុនសែនសូរភី","8101604042",,"695","91","5","3","283","1",,,,,,,,,,,,,"11.26982478906578","104.1370307197509","5"
"348","សាលាបឋមសិក្សាព្រៃទទឺង","8080813012",,"667","89","5","3","348","1",,,,,,,,,,,,,"11.50334506347584","104.5630529913936","5"
"387","សាលាបឋមសិក្សាណាមីកូភ្នំសសៀរ","22010302009",,"420","59","6","2","387","1",,,,,,,,,,,,,"13.00598014659768","105.0908822289382","6"
"509","សាលាបឋមសិក្សាព្រះអង្គកែវ","9060504019",,"442","65","7","2","509","1",,,,,,,,,,,,,"10.61704439748183","104.3525873649736","7"
"769","សាលាបឋមសិក្សាតាងួន","10041004034",,"1060","135","10","4","769","1",,,,,,,,,,,,,"12.93559054736082","106.4496580572046","10"
"827","សាលាបឋមសិក្សាអណ្ដូងដៃ","3070608040",,"975","127","8","4","827","1",,,,,,,,,,,,,"11.47583192021724","105.0911504228347","8"
"839","សាលាបឋមសិក្សាទួលវិហារ","3070703042",,"976","127","8","4","839","1",,,,,,,,,,,,,"11.43093375197771","104.73251476316","8"
"879","សាលាបឋមសិក្សាទន្សាយកោង","3080308013",,"983","128","8","4","879","1",,,,,,,,,,,,,"11.6578089314828","105.2321720452563","8"
"845","សាលាបឋមសិក្សាអន្លង់អក","3071111038",,"980","127","8","4","845","1",,,,,,,,,,,,,"11.3927639866307","104.91781459501","8"
"815","សាលាបឋមសិក្សាហ៊ុនសែនវ៉ារិន្ទ","3070310009",,"972","127","8","4","815","1",,,,,,,,,,,,,"11.77022306293584","104.6385168848362","8"
"904","សាលាបឋមសិក្សាតាមាង","3060605012",,"960","126","8","4","904","1",,,,,,,,,,,,,"11.68649223812361","104.6040912960479","8"
"972","សាលាបឋមសិក្សាភូមិបី","3020407015",,"936","123","8","4","972","1",,,,,,,,,,,,,"11.71088895322533","105.1732097461858","8"
"981","សាលាបឋមសិក្សាបុសថ្លាន់","3020609037",,"938","123","8","4","981","1",,,,,,,,,,,,,"11.66052200453511","104.8418263033905","8"
"976","សាលាបឋមសិក្សាស្ពឺ","3020507031",,"937","123","8","4","976","1",,,,,,,,,,,,,"11.52738231673471","104.8233232463083","8"
"1071","សាលាបឋមសិក្សាភូមិថ្មី","3130606025",,"994","129","8","4","1071","1",,,,,,,,,,,,,"11.35658766983837","104.7403341328625","8"
"1020","សាលាបឋមសិក្សាវត្តសំពងជ័យ","3030610020",,"946","124","8","4","1020","1",,,,,,,,,,,,,"11.38646304232271","104.7565996344848","8"
"1376","សាលាបឋមសិក្សាយុគន្ធរ","4010201027",,"150","24","4","1","1376","1",,,,,,,,,,,,,"11.82734162104218","104.380845722171","4"
"1389","សាលាបឋមសិក្សាមាសជុំ","4010906020",,"157","24","4","1","1389","1",,,,,,,,,,,,,"12.29448836595732","104.6865272133692","4"
"1460","សាលាបឋមសិក្សាតាំងគ្រួស","4070309006",,"204","31","4","1","1460","1",,,,,,,,,,,,,"12.30206800958927","104.6792880299366","4"
"1427","សាលាបឋមសិក្សាទ័ពស្រូវ","4060204004",,"189","30","4","1","1427","1",,,,,,,,,,,,,"12.16378084618494","104.6176777761546","4"
"1525","សាលាបឋមសិក្សាត្បែង","6020808042",,"1322","167","9","5","1525","1",,,,,,,,,,,,,"11.61377925646663","103.2063338014122","9"
"1569","សាលាបឋមសិក្សាអំពិល","6020710063",,"1321","167","9","5","1569","1",,,,,,,,,,,,,"11.59335294677994","103.3929033078631","9"
"1591","សាលាបឋមសិក្សាខ្ញោម","6091410051",,"1382","174","9","5","1591","1",,,,,,,,,,,,,"11.40588985226885","103.0000128310095","9"
"1606","សាលាបឋមសិក្សាតាពៅ","6011007083",,"1312","166","9","5","1606","1",,,,,,,,,,,,,"11.12541988336653","103.5372186721812","9"
"1676","សាលាបឋមសិក្សាផាន់ញើម","6040303005",,"1336","169","9","5","1676","1",,,,,,,,,,,,,"11.0667808195044","103.509800024867","9"
"1737","សាលាបឋមសិក្សាចារ","6050313017",,"1343","170","9","5","1737","1",,,,,,,,,,,,,"11.83123478154786","103.3492512288893","9"
"1758","សាលាបឋមសិក្សាលីហួរអូមាន","6060606062",,"1351","171","9","5","1758","1",,,,,,,,,,,,,"10.91694597489478","103.7858667014106","9"
"1783","សាលាបឋមសិក្សាជាំស្វាយ","6060404017",,"1349","171","9","5","1783","1",,,,,,,,,,,,,"11.86561511421571","102.7051739278628","9"
"1807","សាលាបឋមសិក្សាជាយស្បៃ","6070404014",,"1358","172","9","5","1807","1",,,,,,,,,,,,,"11.28729596795734","103.22661538106","9"
"1900","សាលាបឋមសិក្សាស្រយ៉ូវត្បូង","6031008034",,"1333","168","9","5","1900","1",,,,,,,,,,,,,"11.40314769439453","102.7929606572503","9"
"1969","សាលាបឋមសិក្សាសូភី","6081003059",,"1374","173","9","5","1969","1",,,,,,,,,,,,,"11.51772761033701","103.6093742732498","9"
"1991","សាលាបឋមសិក្សាសន្តិភាព","5030203045",,"1099","140","11","4","1991","1",,,,,,,,,,,,,"13.02459052821844","106.8225649518995","11"
"1922","សាលាបឋមសិក្សាស្រីរងិត","6080203014",,"1366","173","9","5","1922","1",,,,,,,,,,,,,"11.13905014184396","103.5289110857072","9"
"2133","សាលាបឋមសិក្សាថ្នល់បត់","5061107018",,"1141","143","11","4","2133","1",,,,,,,,,,,,,"13.30603320815929","107.0142215946372","11"
"2176","សាលាបឋមសិក្សាចំការដូង","5050110002",,"1116","142","11","4","2176","1",,,,,,,,,,,,,"12.55224617595086","106.7776371397335","11"
"2203","សាលាបឋមសិក្សាគិរីវង្សស្លែង","5070415005",,"1147","144","11","4","2203","1",,,,,,,,,,,,,"12.16966804864385","107.1252245124471","11"
"2251","សាលាបឋមសិក្សាអង្គជ្រៃ","5070702017",,"1150","144","11","4","2251","1",,,,,,,,,,,,,"13.21038054853584","107.2484139953117","11"
"2285","សាលាបឋមសិក្សាច្រកចារ","5040326023",,"1113","141","11","4","2285","1",,,,,,,,,,,,,"13.43645332463889","106.6170793477162","11"
"2311","សាលាបឋមសិក្សាអង្គ្រងរាជា","7060602046",,,"54","3","2","2311","1",,,,,,,,,,,,,"12.19915045595583","105.8061856174725","3"
"2515","សាលាបឋមសិក្សាទួលពន្លៃ","7071505044",,,"55","3","2","2515","1",,,,,,,,,,,,,"11.77746908138333","105.7644494373563","3"
"2580","សាលាបឋមសិក្សាអង្គខ្ជាយ","7010505017",,,"49","3","2","2580","1",,,,,,,,,,,,,"12.25231514856639","105.6274912399906","3"
"2627","សាលាបឋមសិក្សាបន្ទាយធ្លាយ","21050312009",,,"76","24","2","2627","1",,,,,,,,,,,,,"12.87253095465046","102.5322020666604","24"
"2683","សាលាបឋមសិក្សាឧទុម្ពរ","21041111043",,,"75","24","2","2683","1",,,,,,,,,,,,,"12.8203129176979","102.5155114276253","24"
"2700","សាលាបឋមសិក្សាកំពង់ស្លែង","21080311013",,,"79","24","2","2700","1",,,,,,,,,,,,,"12.97533089272237","102.5948885225308","24"
"69","សាលាបឋមសិក្សាដីដុះ","8021106040",,"604","83","5","3","69","1",,,,,,,,,,,,,"11.21376200869801","104.2455331812623","5"
"107","សាលាបឋមសិក្សាវិហារសួគ៌","8031803027",,"622","84","5","3","107","1",,,,,,,,,,,,,"11.50320832231465","104.2874444798353","5"
"122","សាលាបឋមសិក្សាកំពង់សំណាញ់","8110601008",,"701","92","5","3","122","1",,,,,,,,,,,,,"11.5309725825187","104.519672911833","5"
"133","សាលាបឋមសិក្សាកោះរំដួល","8110902021",,"705","92","5","3","133","1",,,,,,,,,,,,,"11.71012553842684","104.4485331678057","5"
"160","សាលាបឋមសិក្សាប៊ូយ៉ុងអង្គពោធិ៍","8090203051",,"674","90","5","3","160","1",,,,,,,,,,,,,"11.62653513387204","104.5649833018852","5"
"185","សាលាបឋមសិក្សាវិហារហ្លួង","8091412018",,"683","90","5","3","185","1",,,,,,,,,,,,,"11.27663691082353","104.1737640466431","5"
"218","សាលាបឋមសិក្សាហ៊ុនសែនកំពង់ភ្នំ","8050102002",,"634","86","5","3","218","1",,,,,,,,,,,,,"11.4326173642928","104.2359501514218","5"
"249","សាលាបឋមសិក្សាហ៊ុនសែនព្រែកក្រូច","8060801034",,"648","87","5","3","249","1",,,,,,,,,,,,,"11.32305202957619","104.7082849221676","5"
"434","សាលាបឋមសិក្សាជំនាប់","9070401002",,"446","66","7","2","434","1",,,,,,,,,,,,,"10.86137325477286","104.0285824277438","7"
"460","សាលាបឋមសិក្សាភូមិតាមាឃ","9010106016",,"421","60","7","2","460","1",,,,,,,,,,,,,"10.66239012172598","104.0382668940847","7"
"465","សាលាបឋមសិក្សាគបី","9050107015",,"435","64","7","2","465","1",,,,,,,,,,,,,"10.57520158483608","104.1925408241261","7"
"495","សាលាបឋមសិក្សាខ្សាច់ចោត","9060504056",,"442","65","7","2","495","1",,,,,,,,,,,,,"10.52220697842856","104.5359729893534","7"
"423","សាលាបឋមសិក្សាព្រែកស្មាច់","9020103002",,"425","61","7","2","423","1",,,,,,,,,,,,,"10.57550775970572","104.5192174933681","7"
"524","សាលាបឋមសិក្សាចុងកោះ","10020102002",,"1038","133","10","4","524","1",,,,,,,,,,,,,"12.49967731316101","106.4078039863621","10"
"563","សាលាបឋមសិក្សាថ្មគ្រែ","10060902050",,"1076","137","10","4","563","1",,,,,,,,,,,,,"12.22237266535141","106.1757453877768","10"
"592","សាលាបឋមសិក្សាសម្បទានកាកុត","10060707069",,"1074","137","10","4","592","1",,,,,,,,,,,,,"12.57651847049101","106.5173472503333","10"
"627","សាលាបឋមសិក្សាសាមគ្គីឆក់កន្ទោង","10010802038",,"1037","132","10","4","627","1",,,,,,,,,,,,,"13.32128182031178","106.0962622360258","10"
"673","សាលាបឋមសិក្សាបឹងច្រែង","10030701029",,"1049","134","10","4","673","1",,,,,,,,,,,,,"12.26451727890083","106.1034816202587","10"
"758","សាលាបឋមសិក្សាទន្សោងធ្លាក់","10040206039",,"1052","135","10","4","758","1",,,,,,,,,,,,,"13.21970581961368","106.3479325211108","10"
"714","សាលាបឋមសិក្សាត្រពាំងលាក់ថ្មី","10050310050",,"1064","136","10","4","714","1",,,,,,,,,,,,,"13.24265408756528","106.3940841953535","10"
"716","សាលាបឋមសិក្សាថ្ពងលើក្រោម","10050311033",,"1064","136","10","4","716","1",,,,,,,,,,,,,"12.84075980566412","106.4177748009645","10"
"840","សាលាបឋមសិក្សារាយប៉ាយ","3070705024",,"976","127","8","4","840","1",,,,,,,,,,,,,"11.54952828473762","104.8637914476287","8"
"860","សាលាបឋមសិក្សាកំពង់ស្តី","3080106003",,"981","128","8","4","860","1",,,,,,,,,,,,,"11.55511970703413","104.7498375308991","8"
"916","សាលាបឋមសិក្សាអង្គួញដី","3060905019",,"963","126","8","4","916","1",,,,,,,,,,,,,"11.40713479097535","104.6249613407656","8"
"943","សាលាបឋមសិក្សាអង្គរ","3060102002",,"955","126","8","4","943","1",,,,,,,,,,,,,"11.59857668390739","104.9549795053721","8"
"1037","សាលាបឋមសិក្សាស្រះបឹង","3011006640",,"930","122","8","4","1037","1",,,,,,,,,,,,,"11.59200415168553","104.7964282821732","8"
"1068","សាលាបឋមសិក្សាសំបូរ","3010701021",,"927","122","8","4","1068","1",,,,,,,,,,,,,"11.49944172253129","104.9103862290922","8"
"1064","សាលាបឋមសិក្សាស្រះកកោះ","3010803042",,"928","122","8","4","1064","1",,,,,,,,,,,,,"11.60477849706124","104.9986820672609","8"
"1016","សាលាបឋមសិក្សាកុមារ","3030612021",,"946","124","8","4","1016","1",,,,,,,,,,,,,"11.38636959072628","104.7187323542543","8"
"1028","សាលាបឋមសិក្សាតាង៉ិល","3010302011",,"923","122","8","4","1028","1",,,,,,,,,,,,,"11.57650354337811","105.0920384655299","8"
"1113","សាលាបឋមសិក្សាទួលព្រិច","3130801059",,"996","129","8","4","1113","1",,,,,,,,,,,,,"11.44780142689422","104.8346041240973","8"
"1156","សាលាបឋមសិក្សាព្រែកកក់","3150902014",,"1025","131","8","4","1156","1",,,,,,,,,,,,,"11.55120315306449","104.8530548142849","8"
"1301","សាលាបឋមសិក្សាកោះថ្កូវ","4020206007",,"161","27","4","1","1301","1",,,,,,,,,,,,,"11.86624568590852","104.7701394984906","4"
"1268","សាលាបឋមសិក្សាស្ទឹងស្ងួត","4050101001",,"178","29","4","1","1268","1",,,,,,,,,,,,,"12.34480689222688","104.7094603398854","4"
"1404","សាលាបឋមសិក្សាជ្រលងកក់","4060607016",,"193","30","4","1","1404","1",,,,,,,,,,,,,"12.33361126757057","104.6682914355998","4"
"1453","សាលាបឋមសិក្សាឧទុម្ពរ","4061204034",,"199","30","4","1","1453","1",,,,,,,,,,,,,"12.16409963417312","104.6463851391033","4"
"1491","សាលាបឋមសិក្សាក្រាំងស្រម៉","4070706018",,"208","31","4","1","1491","1",,,,,,,,,,,,,"12.09205657881187","104.687708320688","4"
"1502","សាលាបឋមសិក្សាខ្សាច់ជីរស់","6020303011",,"1317","167","9","5","1502","1",,,,,,,,,,,,,"11.36336772461351","102.8196630833342","9"
"1643","សាលាបឋមសិក្សាហ៊ុនសែនព្រៃស្រង៉ែ","6010206005",,"1306","166","9","5","1643","1",,,,,,,,,,,,,"11.1782503771185","103.8102222110827","9"
"1666","សាលាបឋមសិក្សាសែនអភិវឌ្ឍន៍","6040101047",,"1334","169","9","5","1666","1",,,,,,,,,,,,,"11.6478874456255","103.7470040916812","9"
"1675","សាលាបឋមសិក្សាត្រពំាងក្នុង","6040301034",,"1336","169","9","5","1675","1",,,,,,,,,,,,,"11.39265252443503","103.0809285923181","9"
"1745","សាលាបឋមសិក្សាអាត់ស៊ូ","6050315044",,"1343","170","9","5","1745","1",,,,,,,,,,,,,"12.07098465505994","103.5831194625301","9"
"1811","សាលាបឋមសិក្សាក្រយា","6070501020",,"1359","172","9","5","1811","1",,,,,,,,,,,,,"12.08462627644755","103.3538405246756","9"
"1865","សាលាបឋមសិក្សាអូរក្រញូង","6070111057",,"1355","172","9","5","1865","1",,,,,,,,,,,,,"11.75924746759529","102.7852620860942","9"
"1904","សាលាបឋមសិក្សាអូរកន្ធរជើង","6030403008",,"1329","168","9","5","1904","1",,,,,,,,,,,,,"11.91309852310241","103.7649663248922","9"
"1958","សាលាបឋមសិក្សាអង់ឃ្លាំ","6080901045",,"1373","173","9","5","1958","1",,,,,,,,,,,,,"11.99531256006061","102.7634221179331","9"
"2008","សាលាបឋមសិក្សាត្រពាំងវែង","5030511013",,"1102","140","11","4","2008","1",,,,,,,,,,,,,"12.45335507817354","107.3077539035079","11"
"2074","សាលាបឋមសិក្សាអមលាំង","5080105022",,"1159","145","11","4","2074","1",,,,,,,,,,,,,"12.37909469999469","106.7323620178987","11"
"64","សាលាបឋមសិក្សាកោះប្រាក់ក្រោម","8020801046",,"603","83","5","3","64","1",,,,,,,,,,,,,"11.25603526151165","104.5983100454452","5"
"82","សាលាបឋមសិក្សាពិជ័យសាគរ","8040806016",,"629","85","5","3","82","1",,,,,,,,,,,,,"11.54393056652128","104.4416004412767","5"
"161","សាលាបឋមសិក្សាពពែ","8090208021",,"674","90","5","3","161","1",,,,,,,,,,,,,"11.48585314112648","104.279271771084","5"
"219","សាលាបឋមសិក្សាខ្ពបអាទាវ","8050301005",,"636","86","5","3","219","1",,,,,,,,,,,,,"11.68897168461169","104.3991948380119","5"
"244","សាលាបឋមសិក្សាហ៊ុនសែនព្រែកប្រា","8061101032",,"651","87","5","3","244","1",,,,,,,,,,,,,"11.15067391206813","104.346268447984","5"
"292","សាលាបឋមសិក្សាសំប៉ានលើ","8100703016",,"689","91","5","3","292","1",,,,,,,,,,,,,"11.02259259968525","104.1994649088228","5"
"329","សាលាបឋមសិក្សាអង្គពពាយ","8080709011",,"666","89","5","3","329","1",,,,,,,,,,,,,"11.56486736806744","104.3755962353876","5"
"345","សាលាបឋមសិក្សាតាប្រាប","8080907023",,"668","89","5","3","345","1",,,,,,,,,,,,,"11.31722923073713","104.7534647702523","5"
"433","សាលាបឋមសិក្សាអូរកី","9070101012",,"448","66","7","2","433","1",,,,,,,,,,,,,"10.756765742844","104.0227478206873","7"
"548","សាលាបឋមសិក្សាកសាង","10060202008",,"1069","137","10","4","548","1",,,,,,,,,,,,,"12.24336087705967","106.2698990913728","10"
"551","សាលាបឋមសិក្សាល្អ","10060202065",,"1069","137","10","4","551","1",,,,,,,,,,,,,"12.70315888740868","106.1950942134494","10"
"599","សាលាបឋមសិក្សាកណ្ដោល","10010404014",,"1033","132","10","4","599","1",,,,,,,,,,,,,"13.38466682592736","105.8651790712382","10"
"656","សាលាបឋមសិក្សាហ៊ុនសែនតាម៉ៅ","10030806040",,"1050","134","10","4","656","1",,,,,,,,,,,,,"12.24268175710451","106.4305468026058","10"
"641","សាលាបឋមសិក្សាវត្តចំបក់","10030102002",,"1043","134","10","4","641","1",,,,,,,,,,,,,"12.66707721111762","106.0039116351948","10"
"691","សាលាបឋមសិក្សាក្រញូងសែនជ័យ","10050601053",,"1067","136","10","4","691","1",,,,,,,,,,,,,"12.15653630668174","106.2227039281837","10"
"619","សាលាបឋមសិក្សាហ៊ុនសែនបឹងកៀប","10010201004",,"1031","132","10","4","619","1",,,,,,,,,,,,,"12.71472940354269","106.4712214140003","10"
"633","សាលាបឋមសិក្សាកំពង់គរ","10030303012",,"1045","134","10","4","633","1",,,,,,,,,,,,,"13.2255156523259","106.4027969550162","10"
"747","សាលាបឋមសិក្សារវៀងជ័យ","10050501072",,"1066","136","10","4","747","1",,,,,,,,,,,,,"13.13987972911366","106.5938464794918","10"
"828","សាលាបឋមសិក្សាអណ្ដូងតាអុង","3070607021",,"975","127","8","4","828","1",,,,,,,,,,,,,"11.74262685324736","104.9028373625787","8"
"852","សាលាបឋមសិក្សាកណ្តាលកោះជើង","3080210008",,"982","128","8","4","852","1",,,,,,,,,,,,,"11.39181977730686","105.0264444532303","8"
"986","សាលាបឋមសិក្សាខ្នុរដំបង","3030102002",,"941","124","8","4","986","1",,,,,,,,,,,,,"11.5834743214747","105.1085138208396","8"
"996","សាលាបឋមសិក្សាស្អាង","3031002035",,"950","124","8","4","996","1",,,,,,,,,,,,,"11.47419405533319","104.9013933285539","8"
"1036","សាលាបឋមសិក្សាភ្នំវិហ៊ា","3011001046",,"930","122","8","4","1036","0",,,,,,,,,,,,,"11.56870704956681","104.7489675484029","8"
"1067","សាលាបឋមសិក្សាសង្កើប","3010704022",,"927","122","8","4","1067","1",,,,,,,,,,,,,"11.43849571080427","105.2574850416057","8"
"1030","សាលាបឋមសិក្សាត្របែក","3010405014",,"924","122","8","4","1030","1",,,,,,,,,,,,,"11.73318081682561","104.7181719233181","8"
